4 , 23/10/2012 04:47:54:011 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101522401Recovered Amount :0.0
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090705401
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090488601
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:923 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:923 , ClaimAction , displayClaimApproval() , memId :001500120000
4 , 23/10/2012 04:47:59:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313101Oustanding Amount :25000.0
4 , 23/10/2012 04:47:59:939 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB090323101
4 , 23/10/2012 04:47:59:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313101Approved Application Amount :25000.0
4 , 23/10/2012 04:47:59:939 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313101Claim Applied Amount :25000.0
4 , 23/10/2012 04:47:59:939 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:939 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313101Recovered Amount :0.0
4 , 23/10/2012 04:47:59:939 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101613201Oustanding Amount :24373.0
4 , 23/10/2012 04:47:59:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100313101Default Amount :40000.0
4 , 23/10/2012 04:47:59:955 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:955 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101613201Approved Application Amount :50000.0
4 , 23/10/2012 04:47:59:955 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:955 , ClaimAction , displayClaimApproval() , memId :001700430000
4 , 23/10/2012 04:47:59:955 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101613201Claim Applied Amount :20887.0
4 , 23/10/2012 04:47:59:955 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:955 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MP100296101
4 , 23/10/2012 04:47:59:955 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101613201Recovered Amount :0.0
4 , 23/10/2012 04:47:59:955 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:970 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101613201Default Amount :150000.0
4 , 23/10/2012 04:47:59:970 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:970 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:970 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:970 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:970 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:970 , ClaimAction , displayClaimApproval() , memId :000100190000
4 , 23/10/2012 04:47:59:970 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI100537001
4 , 23/10/2012 04:47:59:970 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:970 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , memId :000100510000
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UT110018001
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , memId :000900110000
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100604901
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:986 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100782401
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090274701
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:48:00:001 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090598701
4 , 23/10/2012 04:48:00:017 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:017 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:017 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:017 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:017 , ClaimAction , displayClaimApproval() , memId :001500070000
4 , 23/10/2012 04:48:00:017 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100681601
4 , 23/10/2012 04:48:00:017 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:017 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:00:017 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:017 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680201Oustanding Amount :48308.0
4 , 23/10/2012 04:48:00:017 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:017 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680201Approved Application Amount :50000.0
4 , 23/10/2012 04:48:00:033 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:033 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680201Claim Applied Amount :35700.0
4 , 23/10/2012 04:48:00:033 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:00:033 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680201Recovered Amount :0.0
4 , 23/10/2012 04:48:00:033 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090671601
4 , 23/10/2012 04:48:00:033 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101680201Default Amount :25000.0
4 , 23/10/2012 04:48:00:033 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:033 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:00:033 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:033 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:00:033 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:00:048 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102229901Oustanding Amount :200000.0
4 , 23/10/2012 04:48:00:048 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102229901Approved Application Amount :200000.0
4 , 23/10/2012 04:48:00:048 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:00:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102229901Claim Applied Amount :150000.0
4 , 23/10/2012 04:48:00:048 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091017001
4 , 23/10/2012 04:48:00:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102229901Recovered Amount :0.0
4 , 23/10/2012 04:48:00:048 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102229901Default Amount :24373.0
4 , 23/10/2012 04:48:00:048 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:048 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:064 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090668601
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:00:064 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091606601
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100099901
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091204701
4 , 23/10/2012 04:48:00:079 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091831401
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091594601
4 , 23/10/2012 04:48:00:095 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:111 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:111 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:111 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:00:111 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100497201Oustanding Amount :60000.0
4 , 23/10/2012 04:48:00:111 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:00:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100497201Approved Application Amount :60000.0
4 , 23/10/2012 04:48:00:111 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090998601
4 , 23/10/2012 04:48:00:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100497201Claim Applied Amount :51000.0
4 , 23/10/2012 04:48:00:111 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100497201Recovered Amount :0.0
4 , 23/10/2012 04:48:00:111 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100497201Default Amount :48308.0
4 , 23/10/2012 04:48:00:111 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:126 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:00:126 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:126 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:00:126 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:00:126 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:00:126 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090743501
4 , 23/10/2012 04:48:00:126 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090967101Oustanding Amount :50000.0
4 , 23/10/2012 04:48:00:126 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:126 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090967101Approved Application Amount :50000.0
4 , 23/10/2012 04:48:00:126 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:126 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090967101Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:00:126 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:00:142 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090967101Recovered Amount :0.0
4 , 23/10/2012 04:48:00:142 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:00:142 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090967101Default Amount :200000.0
4 , 23/10/2012 04:48:00:142 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:00:142 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:00:142 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090708301
4 , 23/10/2012 04:48:00:142 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:00:142 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:00:142 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:00:142 , ClaimAction , displayClaimApproval() , ###################
