4 , 22/10/2012 07:01:10:932 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:01:754 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:01:817 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:01:820 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Oustanding Amount :27396.0
4 , 22/10/2012 07:02:01:826 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Approved Application Amount :50000.0
4 , 22/10/2012 07:02:01:830 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Claim Applied Amount :23305.0
4 , 22/10/2012 07:02:01:832 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Recovered Amount :0.0
4 , 22/10/2012 07:02:01:835 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090996701Default Amount :60000.0
4 , 22/10/2012 07:02:01:838 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:01:841 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:01:912 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:01:915 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Oustanding Amount :50000.0
4 , 22/10/2012 07:02:01:918 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Approved Application Amount :50000.0
4 , 22/10/2012 07:02:01:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:01:924 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Recovered Amount :0.0
4 , 22/10/2012 07:02:01:926 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Default Amount :27396.0
4 , 22/10/2012 07:02:01:929 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:01:932 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:01:996 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:01:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Oustanding Amount :50000.0
4 , 22/10/2012 07:02:02:002 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Approved Application Amount :50000.0
4 , 22/10/2012 07:02:02:005 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:02:007 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Recovered Amount :0.0
4 , 22/10/2012 07:02:02:010 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Default Amount :50000.0
4 , 22/10/2012 07:02:02:013 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:015 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:081 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:084 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Oustanding Amount :25000.0
4 , 22/10/2012 07:02:02:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Approved Application Amount :25000.0
4 , 22/10/2012 07:02:02:090 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Claim Applied Amount :21250.0
4 , 22/10/2012 07:02:02:092 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Recovered Amount :0.0
4 , 22/10/2012 07:02:02:095 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Default Amount :50000.0
4 , 22/10/2012 07:02:02:098 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:100 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:165 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:167 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Oustanding Amount :120000.0
4 , 22/10/2012 07:02:02:170 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Approved Application Amount :120000.0
4 , 22/10/2012 07:02:02:173 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Claim Applied Amount :90000.0
4 , 22/10/2012 07:02:02:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Recovered Amount :0.0
4 , 22/10/2012 07:02:02:178 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Default Amount :25000.0
4 , 22/10/2012 07:02:02:180 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:183 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:254 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Oustanding Amount :50000.0
4 , 22/10/2012 07:02:02:259 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Approved Application Amount :50000.0
4 , 22/10/2012 07:02:02:262 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Claim Applied Amount :37500.0
4 , 22/10/2012 07:02:02:265 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Recovered Amount :0.0
4 , 22/10/2012 07:02:02:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Default Amount :120000.0
4 , 22/10/2012 07:02:02:270 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:272 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:341 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Oustanding Amount :633273.0
4 , 22/10/2012 07:02:02:347 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Approved Application Amount :800000.0
4 , 22/10/2012 07:02:02:350 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Claim Applied Amount :404455.0
4 , 22/10/2012 07:02:02:352 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Recovered Amount :0.0
4 , 22/10/2012 07:02:02:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Default Amount :50000.0
4 , 22/10/2012 07:02:02:356 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:357 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:421 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:424 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Oustanding Amount :6816.0
4 , 22/10/2012 07:02:02:427 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Approved Application Amount :6900.0
4 , 22/10/2012 07:02:02:429 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Claim Applied Amount :5162.0
4 , 22/10/2012 07:02:02:432 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Recovered Amount :0.0
4 , 22/10/2012 07:02:02:435 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Default Amount :633273.0
4 , 22/10/2012 07:02:02:438 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:440 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:507 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:514 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Oustanding Amount :129317.0
4 , 22/10/2012 07:02:02:517 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Approved Application Amount :150000.0
4 , 22/10/2012 07:02:02:520 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Claim Applied Amount :112500.0
4 , 22/10/2012 07:02:02:523 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Recovered Amount :4000.0
4 , 22/10/2012 07:02:02:526 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Default Amount :6816.0
4 , 22/10/2012 07:02:02:529 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:532 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:594 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:597 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Oustanding Amount :152571.0
4 , 22/10/2012 07:02:02:600 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Approved Application Amount :190000.0
4 , 22/10/2012 07:02:02:603 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Claim Applied Amount :130941.0
4 , 22/10/2012 07:02:02:605 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Recovered Amount :0.0
4 , 22/10/2012 07:02:02:608 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Default Amount :125317.0
4 , 22/10/2012 07:02:02:611 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:614 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:678 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:681 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021601Oustanding Amount :13520.0
4 , 22/10/2012 07:02:02:683 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021601Approved Application Amount :24000.0
4 , 22/10/2012 07:02:02:686 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021601Claim Applied Amount :13520.0
4 , 22/10/2012 07:02:02:689 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021601Recovered Amount :0.0
4 , 22/10/2012 07:02:02:691 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021601Default Amount :152571.0
4 , 22/10/2012 07:02:02:694 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:697 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:762 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:765 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Oustanding Amount :351109.0
4 , 22/10/2012 07:02:02:768 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Approved Application Amount :380000.0
4 , 22/10/2012 07:02:02:771 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Claim Applied Amount :161597.0
4 , 22/10/2012 07:02:02:773 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Recovered Amount :0.0
4 , 22/10/2012 07:02:02:775 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100143201Default Amount :13520.0
4 , 22/10/2012 07:02:02:776 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:777 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:840 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090225601Oustanding Amount :984724.0
4 , 22/10/2012 07:02:02:850 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090225601Approved Application Amount :996000.0
4 , 22/10/2012 07:02:02:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090225601Claim Applied Amount :738543.0
4 , 22/10/2012 07:02:02:860 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090225601Recovered Amount :0.0
4 , 22/10/2012 07:02:02:863 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090225601Default Amount :351109.0
4 , 22/10/2012 07:02:02:865 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:866 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:02:931 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:02:934 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Oustanding Amount :650000.0
4 , 22/10/2012 07:02:02:937 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Approved Application Amount :650000.0
4 , 22/10/2012 07:02:02:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Claim Applied Amount :487500.0
4 , 22/10/2012 07:02:02:942 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Recovered Amount :0.0
4 , 22/10/2012 07:02:02:945 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100441601Default Amount :984724.0
4 , 22/10/2012 07:02:02:948 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:02:950 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:03:013 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:03:016 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090130101Oustanding Amount :259867.0
4 , 22/10/2012 07:02:03:019 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090130101Approved Application Amount :276250.0
4 , 22/10/2012 07:02:03:021 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090130101Claim Applied Amount :276250.0
4 , 22/10/2012 07:02:03:028 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090130101Recovered Amount :0.0
4 , 22/10/2012 07:02:03:031 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090130101Default Amount :650000.0
4 , 22/10/2012 07:02:03:034 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:03:037 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:03:101 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:03:104 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090909401Oustanding Amount :450000.0
4 , 22/10/2012 07:02:03:107 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090909401Approved Application Amount :450000.0
4 , 22/10/2012 07:02:03:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090909401Claim Applied Amount :425117.0
4 , 22/10/2012 07:02:03:112 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090909401Recovered Amount :0.0
4 , 22/10/2012 07:02:03:115 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090909401Default Amount :259867.0
4 , 22/10/2012 07:02:03:118 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:03:121 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:03:191 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:03:194 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091375901Oustanding Amount :317067.0
4 , 22/10/2012 07:02:03:197 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091375901Approved Application Amount :317067.0
4 , 22/10/2012 07:02:03:199 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091375901Claim Applied Amount :298565.0
4 , 22/10/2012 07:02:03:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091375901Recovered Amount :0.0
4 , 22/10/2012 07:02:03:204 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091375901Default Amount :450000.0
4 , 22/10/2012 07:02:03:207 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:03:209 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:03:270 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:03:273 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101109301Oustanding Amount :6127.0
4 , 22/10/2012 07:02:03:276 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101109301Approved Application Amount :6900.0
4 , 22/10/2012 07:02:03:279 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101109301Claim Applied Amount :4645.0
4 , 22/10/2012 07:02:03:282 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101109301Recovered Amount :0.0
4 , 22/10/2012 07:02:03:285 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101109301Default Amount :317067.0
4 , 22/10/2012 07:02:03:286 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:03:287 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:03:350 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:03:353 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR070070701Oustanding Amount :28500.0
4 , 22/10/2012 07:02:03:356 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR070070701Approved Application Amount :28500.0
4 , 22/10/2012 07:02:03:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR070070701Claim Applied Amount :24225.0
4 , 22/10/2012 07:02:03:365 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR070070701Recovered Amount :0.0
4 , 22/10/2012 07:02:03:368 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR070070701Default Amount :6127.0
4 , 22/10/2012 07:02:03:371 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:03:373 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:03:443 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:03:446 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090641001Oustanding Amount :35721.0
4 , 22/10/2012 07:02:03:449 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090641001Approved Application Amount :50000.0
4 , 22/10/2012 07:02:03:451 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090641001Claim Applied Amount :29574.0
4 , 22/10/2012 07:02:03:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090641001Recovered Amount :0.0
4 , 22/10/2012 07:02:03:457 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090641001Default Amount :28500.0
4 , 22/10/2012 07:02:03:460 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
