4 , 23/10/2012 04:48:07:630 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:18:628 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:659 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101101701Oustanding Amount :6498.0
4 , 23/10/2012 04:48:18:675 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101101701Approved Application Amount :6900.0
4 , 23/10/2012 04:48:18:675 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101101701Claim Applied Amount :4923.0
4 , 23/10/2012 04:48:18:675 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101101701Recovered Amount :0.0
4 , 23/10/2012 04:48:18:675 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101101701Default Amount :180000.0
4 , 23/10/2012 04:48:18:675 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:675 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:691 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:691 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Oustanding Amount :214000.0
4 , 23/10/2012 04:48:18:691 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Approved Application Amount :214000.0
4 , 23/10/2012 04:48:18:691 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Claim Applied Amount :160500.0
4 , 23/10/2012 04:48:18:691 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Recovered Amount :0.0
4 , 23/10/2012 04:48:18:691 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Default Amount :51972.0
4 , 23/10/2012 04:48:18:691 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:691 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:737 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090831701Oustanding Amount :18316.5
4 , 23/10/2012 04:48:18:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090831701Approved Application Amount :25000.0
4 , 23/10/2012 04:48:18:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090831701Claim Applied Amount :7640.0
4 , 23/10/2012 04:48:18:753 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090831701Recovered Amount :0.0
4 , 23/10/2012 04:48:18:753 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090831701Default Amount :6498.0
4 , 23/10/2012 04:48:18:753 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:753 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:753 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:769 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Oustanding Amount :207541.0
4 , 23/10/2012 04:48:18:769 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Approved Application Amount :587250.0
4 , 23/10/2012 04:48:18:769 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Claim Applied Amount :209605.0
4 , 23/10/2012 04:48:18:769 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Recovered Amount :0.0
4 , 23/10/2012 04:48:18:769 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Default Amount :214000.0
4 , 23/10/2012 04:48:18:769 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:769 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:831 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:831 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090347201Oustanding Amount :34000.0
4 , 23/10/2012 04:48:18:831 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090347201Approved Application Amount :34000.0
4 , 23/10/2012 04:48:18:831 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090347201Claim Applied Amount :28900.0
4 , 23/10/2012 04:48:18:831 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090347201Recovered Amount :0.0
4 , 23/10/2012 04:48:18:831 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090347201Default Amount :18316.5
4 , 23/10/2012 04:48:18:831 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:831 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:862 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090639101Oustanding Amount :75000.0
4 , 23/10/2012 04:48:18:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090639101Approved Application Amount :75000.0
4 , 23/10/2012 04:48:18:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090639101Claim Applied Amount :44911.0
4 , 23/10/2012 04:48:18:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090639101Recovered Amount :0.0
4 , 23/10/2012 04:48:18:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090639101Default Amount :207541.0
4 , 23/10/2012 04:48:18:862 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:862 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:909 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:909 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU100265301Oustanding Amount :94499.0
4 , 23/10/2012 04:48:18:909 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU100265301Approved Application Amount :112000.0
4 , 23/10/2012 04:48:18:909 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU100265301Claim Applied Amount :80949.0
4 , 23/10/2012 04:48:18:909 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU100265301Recovered Amount :0.0
4 , 23/10/2012 04:48:18:909 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU100265301Default Amount :34000.0
4 , 23/10/2012 04:48:18:909 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:909 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:940 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Oustanding Amount :500000.0
4 , 23/10/2012 04:48:18:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Approved Application Amount :500000.0
4 , 23/10/2012 04:48:18:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Claim Applied Amount :500000.0
4 , 23/10/2012 04:48:18:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Recovered Amount :0.0
4 , 23/10/2012 04:48:18:956 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Default Amount :75000.0
4 , 23/10/2012 04:48:18:956 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:956 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:987 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:987 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101939701Oustanding Amount :183877.0
4 , 23/10/2012 04:48:18:987 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101939701Approved Application Amount :200000.0
4 , 23/10/2012 04:48:19:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101939701Claim Applied Amount :121582.0
4 , 23/10/2012 04:48:19:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101939701Recovered Amount :0.0
4 , 23/10/2012 04:48:19:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101939701Default Amount :94499.0
4 , 23/10/2012 04:48:19:003 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:003 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:034 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:034 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Oustanding Amount :853375.0
4 , 23/10/2012 04:48:19:034 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Approved Application Amount :1380000.0
4 , 23/10/2012 04:48:19:034 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Claim Applied Amount :651504.0
4 , 23/10/2012 04:48:19:034 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Recovered Amount :0.0
4 , 23/10/2012 04:48:19:034 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Default Amount :500000.0
4 , 23/10/2012 04:48:19:049 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:049 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:065 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:065 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Oustanding Amount :224838.0
4 , 23/10/2012 04:48:19:065 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Approved Application Amount :260000.0
4 , 23/10/2012 04:48:19:065 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Claim Applied Amount :224838.0
4 , 23/10/2012 04:48:19:081 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Recovered Amount :0.0
4 , 23/10/2012 04:48:19:081 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Default Amount :183877.0
4 , 23/10/2012 04:48:19:081 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:081 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:112 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:112 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU110066001Oustanding Amount :2400808.0
4 , 23/10/2012 04:48:19:112 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU110066001Approved Application Amount :2500000.0
4 , 23/10/2012 04:48:19:112 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU110066001Claim Applied Amount :1504839.0
4 , 23/10/2012 04:48:19:112 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU110066001Recovered Amount :0.0
4 , 23/10/2012 04:48:19:127 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12PU110066001Default Amount :853375.0
4 , 23/10/2012 04:48:19:127 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:127 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:159 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:159 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Oustanding Amount :21894.0
4 , 23/10/2012 04:48:19:159 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Approved Application Amount :25000.0
4 , 23/10/2012 04:48:19:159 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Claim Applied Amount :17866.0
4 , 23/10/2012 04:48:19:159 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Recovered Amount :0.0
4 , 23/10/2012 04:48:19:159 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Default Amount :224838.0
4 , 23/10/2012 04:48:19:159 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:159 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:205 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:205 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Oustanding Amount :8111175.0
4 , 23/10/2012 04:48:19:205 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Approved Application Amount :8500000.0
4 , 23/10/2012 04:48:19:205 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Claim Applied Amount :8111175.0
4 , 23/10/2012 04:48:19:205 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Recovered Amount :0.0
4 , 23/10/2012 04:48:19:205 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Default Amount :2400808.0
4 , 23/10/2012 04:48:19:205 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:205 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:221 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:221 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Oustanding Amount :50000.0
4 , 23/10/2012 04:48:19:221 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Approved Application Amount :50000.0
4 , 23/10/2012 04:48:19:221 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:19:221 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Recovered Amount :0.0
4 , 23/10/2012 04:48:19:221 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Default Amount :21894.0
4 , 23/10/2012 04:48:19:237 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:237 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:268 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:268 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Oustanding Amount :60000.0
4 , 23/10/2012 04:48:19:268 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Approved Application Amount :60000.0
4 , 23/10/2012 04:48:19:283 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Claim Applied Amount :51000.0
4 , 23/10/2012 04:48:19:283 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Recovered Amount :0.0
4 , 23/10/2012 04:48:19:283 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Default Amount :8111175.0
4 , 23/10/2012 04:48:19:283 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:283 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:299 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:299 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Oustanding Amount :50000.0
4 , 23/10/2012 04:48:19:299 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Approved Application Amount :50000.0
4 , 23/10/2012 04:48:19:299 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:19:299 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Recovered Amount :0.0
4 , 23/10/2012 04:48:19:299 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Default Amount :50000.0
4 , 23/10/2012 04:48:19:299 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:299 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:346 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:346 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Oustanding Amount :25000.0
4 , 23/10/2012 04:48:19:346 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Approved Application Amount :25000.0
4 , 23/10/2012 04:48:19:346 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Claim Applied Amount :25000.0
4 , 23/10/2012 04:48:19:361 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Recovered Amount :0.0
4 , 23/10/2012 04:48:19:361 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Default Amount :60000.0
4 , 23/10/2012 04:48:19:361 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:361 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:377 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:377 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Oustanding Amount :94951.0
4 , 23/10/2012 04:48:19:377 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Approved Application Amount :100000.0
4 , 23/10/2012 04:48:19:377 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Claim Applied Amount :80709.0
4 , 23/10/2012 04:48:19:377 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Recovered Amount :0.0
4 , 23/10/2012 04:48:19:377 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Default Amount :50000.0
4 , 23/10/2012 04:48:19:393 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:19:393 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:19:424 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:19:424 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090201401Oustanding Amount :7500000.0
4 , 23/10/2012 04:48:19:424 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090201401Approved Application Amount :7500000.0
4 , 23/10/2012 04:48:19:424 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090201401Claim Applied Amount :7500000.0
4 , 23/10/2012 04:48:19:424 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090201401Recovered Amount :0.0
4 , 23/10/2012 04:48:19:424 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090201401Default Amount :25000.0
